Name,Description,Genre
Mad Dog II,"The titular ""Mad Dog"", actually goes under the very anonymous name ""Nick Nolte"", and is played by Romano Kristoff, whom you may or may not remember from such classics as ""Warbus"", ""Double Edge"", or ""Tough Cops"". He is a cop who doesn't take it easy when the mob executes his stripper-sister, and he goes after them to get revenge at all costs. Another Phillipino superstar, Jim Gaines, has a small cameo in ""Mad Dog II"" as a snitch who gets offed in the bathroom.",
Doc's Dog,A silent short film.,Adventure
Caddy Hack,"Follows a struggling golf course that suffers a string of caddy murders at the paws of pesticide-mutated gofers, while the greedy owner of the facility tries to cover up the carnage and an unhinged groundskeeper wages all-out war on the vicious vermin.",Horror
Irrésistible Gary Cooper,,Documentary
Scream 7,The seventh installment in the 'Scream' franchise. Plot TBA.,"Horror, Mystery"
MegaMuerte,"The demons of rock n roll are going to complete a ritual that will open the doors of Hell. Dani and his friends will have to stop these horrible creatures by fighting their own idols, the heavy metal band MegaMuerte.","Horror, Comedy"
Arizona Trail,A young cowboy returns home to help his father fight off a gang trying to take over the family ranch.,Western
The Fine Art of Love: Mine Ha-Ha,"A group of young girls are brought up in a college within dark forests and gloomy lakes. Young Hidalla and her friends Irene, Vera, Blanka, Melusine and Rain are brought up in an isolated world: the girls don't know anything about live outside the college's high walls. At the age of 16, some of them start asking questions about their origins, their parents and the true purposes of the Headmistresses strict rules. When two of them disappear mysteriously, the initial fairytale atmosphere grows more and more eerie...","Mystery, Drama"
Manal Naharam,"Manal Naharam is a 2015 Tamil language Indian feature film written and produced by M.I.Vasanthkumar and directed by Oru Thalai Ragam Shankar starring Prajin Padmanabhan, Gautham Krishna, Thanishka, Varuna Shetty, VK, Jaise Jose, Jijesh Menon and Shankar himself.",
Poruno repōto: Sex shikakenin,,
Fighting Blood,"Al Santell silent sports boxing comedy series starring George O'Hara, and all star cast: Kit Guard, Al Cooke, Clara Horton, Mabel Van Buren, and Clark Gable (in one of his 14 uncredited roles prior to making his real debut in 1931's ""The Painted Desert""). Note that this was one of a series of boxing films with the same characters, and each new film in the series was called a ""round"" (appropriate for a series of boxing movies!), but these movies were not serials, just connected by having the same characters. This card is the 4th round, ""Two Sones with One Bird"".","Drama, Action"
Evacuation of Mama Emola,"When an earthquake occurs in the prison where Julius (35) has been held for the last few years, the warden receives a word from Julius’s village that a tsunami might be coming to his village, located quite far from the prison. Julius receives priority to go home since he still has a mother, Emola (90s), in the village. The warden assigns a newly appointed officer, Nuri (25), to escort Julius on a motorcycle.  On their way, Julius and Nuri are convinced that the tsunami is going to happen in Julius’s village. They cross paths with several refugees and rescuers, who has just evacuated the residents and reports the chaos occurring in Julius’ hometown due to the signs of approaching tsunami.  Arriving at the village, Julius and Nuri witness a robbery coordinated by fake rescue team.",Drama
Des traîtres dans la Résistance,"In May 1943, Ernst Kaltenbrunner, the new head of the Reich Central Security Office, gave Hitler a report describing in detail the organization of the French Resistance. Indeed, during the Second World War, most of the Resistance networks had been infiltrated by traitors, the ""V Man"" (trusted men) in the service of the occupier. The Germans had established treason as a system and recruiting Frenchmen ready to inform on them was one of their priorities. It was these Frenchmen, whose number is estimated at between 20,000 and 30,000, who dealt terrible blows to the Resistance.","Documentary, History, War, TV Movie"
Eva,"When Eva gets involved in a steamy threesome with a houseboy and her lady boss, she realizes she has to choose only one between them.","Drama, Romance"
Fighting Blood,"Al Santell silent sports boxing comedy series starring George O'Hara, and all star cast: Kit Guard, Al Cooke, Clara Horton, Mabel Van Buren, and Clark Gable (in one of his 14 uncredited roles prior to making his real debut in 1931's ""The Painted Desert""). Note that this was one of a series of boxing films with the same characters, and each new film in the series was called a ""round"" (appropriate for a series of boxing movies!), but these movies were not serials, just connected by having the same characters. This card is the 4th round, ""Two Sones with One Bird"".","Drama, Action"
Evacuation of Mama Emola,"When an earthquake occurs in the prison where Julius (35) has been held for the last few years, the warden receives a word from Julius’s village that a tsunami might be coming to his village, located quite far from the prison. Julius receives priority to go home since he still has a mother, Emola (90s), in the village. The warden assigns a newly appointed officer, Nuri (25), to escort Julius on a motorcycle.  On their way, Julius and Nuri are convinced that the tsunami is going to happen in Julius’s village. They cross paths with several refugees and rescuers, who has just evacuated the residents and reports the chaos occurring in Julius’ hometown due to the signs of approaching tsunami.  Arriving at the village, Julius and Nuri witness a robbery coordinated by fake rescue team.",Drama
Des traîtres dans la Résistance,"In May 1943, Ernst Kaltenbrunner, the new head of the Reich Central Security Office, gave Hitler a report describing in detail the organization of the French Resistance. Indeed, during the Second World War, most of the Resistance networks had been infiltrated by traitors, the ""V Man"" (trusted men) in the service of the occupier. The Germans had established treason as a system and recruiting Frenchmen ready to inform on them was one of their priorities. It was these Frenchmen, whose number is estimated at between 20,000 and 30,000, who dealt terrible blows to the Resistance.","Documentary, History, War, TV Movie"
Eva,"When Eva gets involved in a steamy threesome with a houseboy and her lady boss, she realizes she has to choose only one between them.","Drama, Romance"
Mission Unstapabol: The Don Identity,"After being released from prison for a crime he didnt commit, the smoothest and classiest master thief is back in town, Don Robert Fortun, the robber whos always in style! Now hes set on taking revenge on the man who framed him for murder, his brother Don Benjie.","Fantasy, Comedy, Action"
